CrimeDate	CrimeTime	CrimeCode	Location	Description	Weapon	Post	District	Neighborhood	"Location 1"	"Total Incidents"	latitude	longitude
2013/10/24	1815	1F	"1400 N LONGWOOD ST"	HOMICIDE	FIREARM	814	SOUTHWESTERN	Rosemont	"(39.3035200000, -76.6672500000)"	1	39.3035200000	-76.6672500000
2013/10/23	1510	1K	"4000 BELLE AV"	HOMICIDE	KNIFE	624	NORTHWESTERN	Dorchester	"(39.3333400000, -76.6836500000)"	1	39.3333400000	-76.6836500000
2013/10/22	1548	1F	"800 ABBOTT CT"	HOMICIDE	FIREARM	315	EASTERN	Oldtown	"(39.3011300000, -76.6057500000)"	1	39.3011300000	-76.6057500000
2013/10/20	1510	1F	"1800 W LAFAYETTE AV"	HOMICIDE	FIREARM	724	WESTERN	Sandtown-Winchester	"(39.2988000000, -76.6464300000)"	1	39.2988000000	-76.6464300000
2013/10/20	1950	1K	"4400 FAIRVIEW AV"	HOMICIDE	KNIFE	622	NORTHWESTERN	"West Forest Park"	"(39.3212800000, -76.6914000000)"	1	39.3212800000	-76.6914000000
2013/10/19	620	1O	"1600 MC CULLOH ST"	HOMICIDE	OTHER	132	CENTRAL	Upton	"(39.3051600000, -76.6310600000)"	1	39.3051600000	-76.6310600000
2013/10/19	2140	1F	"300 S FRANKLINTOWN RD"	HOMICIDE	FIREARM	834	SOUTHWESTERN	"Shipley Hill"	"(39.2835900000, -76.6576500000)"	1	39.2835900000	-76.6576500000
2013/10/18	1756	1F	"2000 ORLEANS ST"	HOMICIDE	FIREARM	324	EASTERN	CARE	"(39.2953700000, -76.5892600000)"	1	39.2953700000	-76.5892600000
2013/10/17	44	1F	"5500 REISTERSTOWN RD"	HOMICIDE	FIREARM	634	NORTHWESTERN	Woodmere	"(39.3482500000, -76.6911200000)"	1	39.3482500000	-76.6911200000
2013/10/15	2308	1F	"3700 Reisterstown Rd"	HOMICIDE	FIREARM	612	NORTHWESTERN	"Park Circle"	"(39.3302700000, -76.6613400000)"	1	39.3302700000	-76.6613400000
2013/10/14	721	1F	"3600 BOWERS AV"	HOMICIDE	FIREARM	626	NORTHWESTERN	"Grove Park"	"(39.3358600000, -76.7063300000)"	1	39.3358600000	-76.7063300000
2013/10/14	2147	1F	"2600 E CHASE ST"	HOMICIDE	FIREARM	333	EASTERN	"Biddle Street"	"(39.3037800000, -76.5809800000)"	1	39.3037800000	-76.5809800000
2013/10/11	18	1F	"5500 GWYNN OAK AV"	HOMICIDE	FIREARM	623	NORTHWESTERN	"Howard Park"	"(39.3285000000, -76.7079800000)"	1	39.3285000000	-76.7079800000
2013/09/30	1750	1K	"3600 BENSON AV"	HOMICIDE	KNIFE	832	SOUTHWESTERN	Violetville	"(39.2649200000, -76.6744500000)"	1	39.2649200000	-76.6744500000
2013/09/30	1832	1F	"3000 TIVOLY AV"	HOMICIDE	FIREARM	412	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3253900000, -76.5919700000)"	1	39.3253900000	-76.5919700000
2013/09/26	1647	1F	"3900 PENHURST AV"	HOMICIDE	FIREARM	624	NORTHWESTERN	Dolfield	"(39.3386600000, -76.6814300000)"	1	39.3386600000	-76.6814300000
2013/09/24	1329	1F	"2700 HUGO AV"	HOMICIDE	FIREARM	412	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3231700000, -76.5890500000)"	1	39.3231700000	-76.5890500000
2013/09/24	2321	1F	"1500 UPSHIRE RD"	HOMICIDE	FIREARM	414	NORTHEASTERN	"Ednor Gardens-Lakeside"	"(39.3338800000, -76.5937000000)"	1	39.3338800000	-76.5937000000
2013/09/21	320	1F	"5400 CRISMER AV"	HOMICIDE	FIREARM	634	NORTHWESTERN	Woodmere	"(39.3463500000, -76.6898100000)"	1	39.3463500000	-76.6898100000
2013/09/19	1404	1F	"1700 N MILTON AV"	HOMICIDE	FIREARM	331	EASTERN	"Broadway East"	"(39.3101700000, -76.5829900000)"	1	39.3101700000	-76.5829900000
2013/09/18	2218	1F	"300 E NORTH AV"	HOMICIDE	FIREARM	314	EASTERN	"Greenmount West"	"(39.3112100000, -76.6123200000)"	1	39.3112100000	-76.6123200000
2013/09/17	830	1O	"2500 S PACA ST"	HOMICIDE	OTHER	923	SOUTHERN	"Mount Winans"	"(39.2630500000, -76.6453100000)"	1	39.2630500000	-76.6453100000
2013/09/14	55	1F	"3700 BONVIEW AV"	HOMICIDE	FIREARM	413	NORTHEASTERN	Belair-Edison	"(39.3146400000, -76.5660900000)"	1	39.3146400000	-76.5660900000
2013/09/13	145	1F	"2600 E MONUMENT ST"	HOMICIDE	FIREARM	334	EASTERN	Madison-Eastend	"(39.2989300000, -76.5807800000)"	1	39.2989300000	-76.5807800000
2013/09/10	2217	1F	"600 DENISON ST"	HOMICIDE	FIREARM	815	SOUTHWESTERN	Edgewood	"(39.2945300000, -76.6741900000)"	1	39.2945300000	-76.6741900000
2013/09/09	1634	1F	"6500 BRIGHTON AV"	HOMICIDE	FIREARM	631	NORTHWESTERN	"Reisterstown Station"	"(39.3509100000, -76.7098200000)"	1	39.3509100000	-76.7098200000
2013/09/08	1536	1F	"4700 DELAWARE AV"	HOMICIDE	FIREARM	615	NORTHWESTERN	"Central Park Heights"	"(39.3450900000, -76.6695900000)"	1	39.3450900000	-76.6695900000
2013/09/08	50	1F	"1000 VALLEY ST"	HOMICIDE	FIREARM	315	EASTERN	"Johnston Square"	"(39.3014900000, -76.6049200000)"	1	39.3014900000	-76.6049200000
2013/09/06	45	1F	"1200 W NORTH AV"	HOMICIDE	FIREARM	733	WESTERN	"Penn North"	"(39.3103200000, -76.6370700000)"	1	39.3103200000	-76.6370700000
2013/09/06	2016	1F	"3900 CHESTERFIELD AV"	HOMICIDE	FIREARM	413	NORTHEASTERN	Belair-Edison	"(39.3171700000, -76.5629700000)"	1	39.3171700000	-76.5629700000
2013/09/06	2200	1F	"6800 MC CLEAN BLVD"	HOMICIDE	FIREARM	424	NORTHEASTERN	"Hamilton Hills"	"(39.3693400000, -76.5671100000)"	1	39.3693400000	-76.5671100000
2013/09/04	120	1F	"1100 E 25TH ST"	HOMICIDE	FIREARM	411	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3175100000, -76.5989300000)"	1	39.3175100000	-76.5989300000
2013/09/03	228	1F	"2500 N EDGECOMBE CIR"	HOMICIDE	FIREARM	534	NORTHERN	Parklane	"(39.3417400000, -76.6601500000)"	1	39.3417400000	-76.6601500000
2013/09/02	834	1O	"1600 N BROADWAY"	HOMICIDE	OTHER	321	EASTERN	Oliver	"(39.3086800000, -76.5950700000)"	1	39.3086800000	-76.5950700000
2013/09/02	1927	1O	"800 LENNOX ST"	HOMICIDE	OTHER	134	CENTRAL	"Reservoir Hill"	"(39.3117400000, -76.6300500000)"	1	39.3117400000	-76.6300500000
2013/09/01	2321	1F	"1100 WHITELOCK ST"	HOMICIDE	FIREARM	135	CENTRAL	"Reservoir Hill"	"(39.3125400000, -76.6378600000)"	1	39.3125400000	-76.6378600000
2013/08/29	504	1K	"200 W LOMBARD ST"	HOMICIDE	KNIFE	113	CENTRAL	Downtown	"(39.2876700000, -76.6179300000)"	1	39.2876700000	-76.6179300000
2013/08/29	2215	1F	"1700 RUXTON AV"	HOMICIDE	FIREARM	735	WESTERN	"Coppin Heights/Ash-Co-East"	"(39.3077400000, -76.6550300000)"	1	39.3077400000	-76.6550300000
2013/08/27	15	1O	"1000 N DURHAM ST"	HOMICIDE	OTHER	323	EASTERN	"Middle East"	"(39.3023800000, -76.5917600000)"	1	39.3023800000	-76.5917600000
2013/08/25	1601	1F	"4000 NORFOLK AV"	HOMICIDE	FIREARM	622	NORTHWESTERN	"Concerned Citizens Of Forest Park"	"(39.3240300000, -76.6854100000)"	1	39.3240300000	-76.6854100000
2013/08/24	2115	1F	"1500 W FAYETTE ST"	HOMICIDE	FIREARM	712	WESTERN	"Franklin Square"	"(39.2896900000, -76.6412500000)"	1	39.2896900000	-76.6412500000
2013/08/23	2223	1F	"3100 BRENDAN AV"	HOMICIDE	FIREARM	415	NORTHEASTERN	Belair-Edison	"(39.3227800000, -76.5703600000)"	1	39.3227800000	-76.5703600000
2013/08/20	546	1F	"1200 S CAREY ST"	HOMICIDE	FIREARM	921	SOUTHERN	"Washington Village/Pigtown"	"(39.2801600000, -76.6346800000)"	1	39.2801600000	-76.6346800000
2013/08/20	546	1F	"1200 S CAREY ST"	HOMICIDE	FIREARM	921	SOUTHERN	"Washington Village/Pigtown"	"(39.2801600000, -76.6346800000)"	1	39.2801600000	-76.6346800000
2013/08/17	16	1K	"400 N MONTFORD AV"	HOMICIDE	KNIFE	221	SOUTHEASTERN	"McElderry Park"	"(39.2959500000, -76.5835700000)"	1	39.2959500000	-76.5835700000
2013/08/13	143	1F	"500 TUNBRIDGE RD"	HOMICIDE	FIREARM	523	NORTHERN	Mid-Govans	"(39.3565300000, -76.6092700000)"	1	39.3565300000	-76.6092700000
2013/08/13	2325	1F	"2000 BARCLAY ST"	HOMICIDE	FIREARM	314	EASTERN	Barclay	"(39.3124900000, -76.6110400000)"	1	39.3124900000	-76.6110400000
2013/08/12	1002	1O	"2500 W BELVEDERE AV"	HOMICIDE	OTHER	535	NORTHERN	Levindale	"(39.3529200000, -76.6668700000)"	1	39.3529200000	-76.6668700000
2013/08/12	134	1F	"1300 W BALTIMORE ST"	HOMICIDE	FIREARM	712	WESTERN	"Franklin Square"	"(39.2885900000, -76.6382600000)"	1	39.2885900000	-76.6382600000
2013/08/03	1628	1F	"2300 N ROSEDALE ST"	HOMICIDE	FIREARM	812	SOUTHWESTERN	Walbrook	"(39.3137500000, -76.6696300000)"	1	39.3137500000	-76.6696300000
2013/08/02	321	1F	"1600 HARTSDALE RD"	HOMICIDE	FIREARM	426	NORTHEASTERN	"Perring Loch"	"(39.3506800000, -76.5864900000)"	1	39.3506800000	-76.5864900000
2013/08/01	2302	1F	"6400 HARFORD RD"	HOMICIDE	FIREARM	424	NORTHEASTERN	Westfield	"(39.3608700000, -76.5541100000)"	1	39.3608700000	-76.5541100000
2013/07/31	412	1O	"1900 N FOREST PARK AV"	HOMICIDE	OTHER	821	SOUTHWESTERN	Franklintown	"(39.3075300000, -76.7091200000)"	1	39.3075300000	-76.7091200000
2013/07/30	2310	1O	"3300 SINCLAIR LA"	HOMICIDE	OTHER	413	NORTHEASTERN	Belair-Edison	"(39.3142400000, -76.5717300000)"	1	39.3142400000	-76.5717300000
2013/07/26	2030	1K	"0 N CALVERT ST"	HOMICIDE	KNIFE	112	CENTRAL	Downtown	"(39.2897000000, -76.6122600000)"	1	39.2897000000	-76.6122600000
2013/07/26	139	1F	"2700 JEFFERSON ST"	HOMICIDE	FIREARM	221	SOUTHEASTERN	"McElderry Park"	"(39.2969000000, -76.5785200000)"	1	39.2969000000	-76.5785200000
2013/07/26	2101	1F	"2000 JUBILEE CT"	HOMICIDE	FIREARM	424	NORTHEASTERN	"Hamilton Hills"	"(39.3674000000, -76.5723000000)"	1	39.3674000000	-76.5723000000
2013/07/22	320	1O	"800 PARK AV"	HOMICIDE	OTHER	143	CENTRAL	"Mid-Town Belvedere"	"(39.3003100000, -76.6185400000)"	1	39.3003100000	-76.6185400000
2013/07/22	320	1O	"800 PARK AV"	HOMICIDE	OTHER	143	CENTRAL	"Mid-Town Belvedere"	"(39.3003100000, -76.6185400000)"	1	39.3003100000	-76.6185400000
2013/07/22	918	1F	"1700 N BOND ST"	HOMICIDE	FIREARM	321	EASTERN	Oliver	"(39.3096700000, -76.5969500000)"	1	39.3096700000	-76.5969500000
2013/07/22	1530	1F	"2500 E PRESTON ST"	HOMICIDE	FIREARM	333	EASTERN	Berea	"(39.3058600000, -76.5826600000)"	1	39.3058600000	-76.5826600000
2013/07/19	2330	1K	"3000 Liberty Heights Av"	HOMICIDE	KNIFE	625	NORTHWESTERN	Ashburton	"(39.3225200000, -76.6656900000)"	1	39.3225200000	-76.6656900000
2013/07/16	2145	1F	"1600 PRESSTMAN ST"	HOMICIDE	FIREARM	731	WESTERN	Sandtown-Winchester	"(39.3054000000, -76.6433800000)"	1	39.3054000000	-76.6433800000
2013/07/15	2059	1F	"200 DIENER PL"	HOMICIDE	FIREARM	824	SOUTHWESTERN	Irvington	"(39.2831000000, -76.6876100000)"	1	39.2831000000	-76.6876100000
2013/07/13	2307	1F	"4600 GOUGH ST"	HOMICIDE	FIREARM	231	SOUTHEASTERN	Greektown	"(39.2890400000, -76.5573900000)"	1	39.2890400000	-76.5573900000
2013/07/11	2200	1O	"100 N KENWOOD AV"	HOMICIDE	OTHER	222	SOUTHEASTERN	"Patterson Park Neighborhood"	"(39.2937400000, -76.5776700000)"	1	39.2937400000	-76.5776700000
2013/07/10	1155	1F	"0 N FULTON AV"	HOMICIDE	FIREARM	711	WESTERN	"Franklin Square"	"(39.2887500000, -76.6452000000)"	1	39.2887500000	-76.6452000000
2013/07/10	1155	1F	"0 N FULTON AV"	HOMICIDE	FIREARM	711	WESTERN	"Franklin Square"	"(39.2887500000, -76.6452000000)"	1	39.2887500000	-76.6452000000
2013/07/09	221	1F	"1800 E LANVALE ST"	HOMICIDE	FIREARM	321	EASTERN	"Broadway East"	"(39.3097200000, -76.5924700000)"	1	39.3097200000	-76.5924700000
2013/07/05	147	1F	"700 E PRESTON ST"	HOMICIDE	FIREARM	313	EASTERN	"Johnston Square"	"(39.3048500000, -76.6081000000)"	1	39.3048500000	-76.6081000000
2013/07/05	147	1F	"700 E PRESTON ST"	HOMICIDE	FIREARM	313	EASTERN	"Johnston Square"	"(39.3048500000, -76.6081000000)"	1	39.3048500000	-76.6081000000
2013/07/05	1500	1F	"1000 PENNSYLVANIA AV"	HOMICIDE	FIREARM	124	CENTRAL	Upton	"(39.2981400000, -76.6279400000)"	1	39.2981400000	-76.6279400000
2013/07/02	1655	1F	"4200 PIMLICO RD"	HOMICIDE	FIREARM	612	NORTHWESTERN	"Central Park Heights"	"(39.3382600000, -76.6633400000)"	1	39.3382600000	-76.6633400000
2013/06/29	326	1F	"200 S HAVEN ST"	HOMICIDE	FIREARM	224	SOUTHEASTERN	Highlandtown	"(39.2901900000, -76.5626700000)"	1	39.2901900000	-76.5626700000
2013/06/28	520	1F	"900 BENNETT PL"	HOMICIDE	FIREARM	714	WESTERN	"Harlem Park"	"(39.2950500000, -76.6325000000)"	1	39.2950500000	-76.6325000000
2013/06/27	112	1F	"2900 W NORTH AV"	HOMICIDE	FIREARM	811	SOUTHWESTERN	"Northwest Community Action"	"(39.3090500000, -76.6660500000)"	1	39.3090500000	-76.6660500000
2013/06/27	112	1F	"2900 W NORTH AV"	HOMICIDE	FIREARM	811	SOUTHWESTERN	"Northwest Community Action"	"(39.3090500000, -76.6660500000)"	1	39.3090500000	-76.6660500000
2013/06/27	2107	1F	"3300 ELMORA AV"	HOMICIDE	FIREARM	413	NORTHEASTERN	"Four By Four"	"(39.3159200000, -76.5766200000)"	1	39.3159200000	-76.5766200000
2013/06/27	2107	1F	"3300 ELMORA AV"	HOMICIDE	FIREARM	413	NORTHEASTERN	"Four By Four"	"(39.3159200000, -76.5766200000)"	1	39.3159200000	-76.5766200000
2013/06/25	2045	1F	"2900 GWYNNS FALLS PKWY"	HOMICIDE	FIREARM	621	NORTHWESTERN	Hanlon-Longwood	"(39.3146300000, -76.6663900000)"	1	39.3146300000	-76.6663900000
2013/06/25	2250	1F	"800 WHITMORE AV"	HOMICIDE	FIREARM	725	WESTERN	"Evergreen Lawn"	"(39.2965600000, -76.6580000000)"	1	39.2965600000	-76.6580000000
2013/06/23	441	1F	"5200 ST CHARLES AV"	HOMICIDE	FIREARM	634	NORTHWESTERN	Woodmere	"(39.3445700000, -76.6830000000)"	1	39.3445700000	-76.6830000000
2013/06/23	2029	1F	"900 BENNETT PL"	HOMICIDE	FIREARM	714	WESTERN	"Harlem Park"	"(39.2950500000, -76.6325000000)"	1	39.2950500000	-76.6325000000
2013/06/22	127	1F	"700 N KENWOOD AV"	HOMICIDE	FIREARM	334	EASTERN	Madison-Eastend	"(39.2991700000, -76.5781100000)"	1	39.2991700000	-76.5781100000
2013/06/22	1133	1F	"5200 CUTHBERT AV"	HOMICIDE	FIREARM	634	NORTHWESTERN	Arlington	"(39.3467200000, -76.6811600000)"	1	39.3467200000	-76.6811600000
2013/06/22	2355	1F	"1400 PENNSYLVANIA AV"	HOMICIDE	FIREARM	132	CENTRAL	Upton	"(39.3012700000, -76.6318900000)"	1	39.3012700000	-76.6318900000
2013/06/22	2355	1F	"1400 PENNSYLVANIA AV"	HOMICIDE	FIREARM	132	CENTRAL	Upton	"(39.3012700000, -76.6318900000)"	1	39.3012700000	-76.6318900000
2013/06/21	1309	1F	"900 DUCATEL ST"	HOMICIDE	FIREARM	134	CENTRAL	"Reservoir Hill"	"(39.3123800000, -76.6342900000)"	1	39.3123800000	-76.6342900000
2013/06/20	1901	1F	"1600 MOUNTMOR CT"	HOMICIDE	FIREARM	732	WESTERN	Sandtown-Winchester	"(39.3069100000, -76.6445700000)"	1	39.3069100000	-76.6445700000
2013/06/17	2337	1F	"2600 GROGAN AV"	HOMICIDE	FIREARM	333	EASTERN	Berea	"(39.3064100000, -76.5808300000)"	1	39.3064100000	-76.5808300000
2013/06/15	1618	1F	"2300 RIGGS AV"	HOMICIDE	FIREARM	725	WESTERN	Bridgeview/Greenlawn	"(39.3007100000, -76.6536400000)"	1	39.3007100000	-76.6536400000
2013/06/15	2319	1K	"0 N ROSEDALE ST"	HOMICIDE	KNIFE	814	SOUTHWESTERN	Rosemont	"(39.3046300000, -76.6690500000)"	1	39.3046300000	-76.6690500000
2013/06/11	2201	1F	"100 N BOND ST"	HOMICIDE	FIREARM	212	SOUTHEASTERN	"Washington Hill"	"(39.2927400000, -76.5958800000)"	1	39.2927400000	-76.5958800000
2013/06/10	530	1O	"1600 MOUNTMOR CT"	HOMICIDE	OTHER	732	WESTERN	Sandtown-Winchester	"(39.3073500000, -76.6445900000)"	1	39.3073500000	-76.6445900000
2013/06/09	230	1K	"3300 MANNASOTA AV"	HOMICIDE	KNIFE	415	NORTHEASTERN	Belair-Edison	"(39.3204500000, -76.5709500000)"	1	39.3204500000	-76.5709500000
2013/06/06	711	1F	"3000 HOMEWOOD AV"	HOMICIDE	FIREARM	411	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3225100000, -76.6002300000)"	1	39.3225100000	-76.6002300000
2013/06/05	10	1F	"3700 GLENMORE AV"	HOMICIDE	FIREARM	425	NORTHEASTERN	"Rosemont East"	"(39.3535600000, -76.5424000000)"	1	39.3535600000	-76.5424000000
2013/06/04	515	1F	"2100 PARK AV"	HOMICIDE	FIREARM	134	CENTRAL	"Reservoir Hill"	"(39.3140600000, -76.6293900000)"	1	39.3140600000	-76.6293900000
2013/06/03	2326	1F	"0 W 20TH ST"	HOMICIDE	FIREARM	516	NORTHERN	"Charles North"	"(39.3122300000, -76.6170700000)"	1	39.3122300000	-76.6170700000
2013/06/01	210	1O	"5500 YORK RD"	HOMICIDE	OTHER	523	NORTHERN	Mid-Govans	"(39.3566600000, -76.6098700000)"	1	39.3566600000	-76.6098700000
2013/05/31	1130	1F	"2700 ROUND RD"	HOMICIDE	FIREARM	924	SOUTHERN	"Cherry Hill"	"(39.2482700000, -76.6284200000)"	1	39.2482700000	-76.6284200000
2013/05/31	1338	1F	"2800 N DUKELAND ST"	HOMICIDE	FIREARM	621	NORTHWESTERN	Hanlon-Longwood	"(39.3183900000, -76.6650000000)"	1	39.3183900000	-76.6650000000
2013/05/30	2203	1F	"3600 ST MARGARET ST"	HOMICIDE	FIREARM	911	SOUTHERN	Brooklyn	"(39.2334000000, -76.5953000000)"	1	39.2334000000	-76.5953000000
2013/05/30	2252	1K	"1500 CHARLOTTE AV"	HOMICIDE	KNIFE	234	SOUTHEASTERN	"Broening Manor"	"(39.2753800000, -76.5404800000)"	1	39.2753800000	-76.5404800000
2013/05/28	1431	1O	"300 BIRKWOOD PL"	HOMICIDE	OTHER	526	NORTHERN	Oakenshawe	"(39.3296700000, -76.6117700000)"	1	39.3296700000	-76.6117700000
2013/05/25	1930	1F	"4500 MARBLE HALL RD"	HOMICIDE	FIREARM	421	NORTHEASTERN	"New Northwood"	"(39.3449500000, -76.5971200000)"	1	39.3449500000	-76.5971200000
2013/05/24	1905	1F	"1200 CHERRY HILL RD"	HOMICIDE	FIREARM	922	SOUTHERN	"Cherry Hill"	"(39.2510300000, -76.6316300000)"	1	39.2510300000	-76.6316300000
2013/05/24	2019	1O	"900 DESOTO RD"	HOMICIDE	OTHER	832	SOUTHWESTERN	"Wilhelm Park"	"(39.2746600000, -76.6679900000)"	1	39.2746600000	-76.6679900000
2013/05/22	303	1F	"1600 CLIFTVIEW AV"	HOMICIDE	FIREARM	312	EASTERN	"Darley Park"	"(39.3152300000, -76.5955800000)"	1	39.3152300000	-76.5955800000
2013/05/22	2150	1F	"2800 ASHLAND AV"	HOMICIDE	FIREARM	334	EASTERN	Madison-Eastend	"(39.3011600000, -76.5781000000)"	1	39.3011600000	-76.5781000000
2013/05/20	2010	1F	"3100 CLIFTMONT AV"	HOMICIDE	FIREARM	415	NORTHEASTERN	Belair-Edison	"(39.3194200000, -76.5752800000)"	1	39.3194200000	-76.5752800000
2013/05/17	2129	1F	"600 CHERRYCREST RD"	HOMICIDE	FIREARM	924	SOUTHERN	"Cherry Hill"	"(39.2486800000, -76.6213900000)"	1	39.2486800000	-76.6213900000
2013/05/13	1400	1F	"500 N DECKER AV"	HOMICIDE	FIREARM	223	SOUTHEASTERN	"Ellwood Park/Monument"	"(39.2972900000, -76.5744200000)"	1	39.2972900000	-76.5744200000
2013/05/11	315	1F	"2500 CHELSEA TER"	HOMICIDE	FIREARM	622	NORTHWESTERN	"Windsor Hills"	"(39.3163400000, -76.6815400000)"	1	39.3163400000	-76.6815400000
2013/05/08	2048	1F	"2500 EUTAW PL"	HOMICIDE	FIREARM	135	CENTRAL	"Reservoir Hill"	"(39.3150900000, -76.6384500000)"	1	39.3150900000	-76.6384500000
2013/05/08	2334	1F	"4100 ETHLAND AV"	HOMICIDE	FIREARM	623	NORTHWESTERN	"Forest Park Golf Course"	"(39.3236800000, -76.6905500000)"	1	39.3236800000	-76.6905500000
2013/05/07	1537	1F	"1100 N PARRISH ST"	HOMICIDE	FIREARM	715	WESTERN	Sandtown-Winchester	"(39.3016300000, -76.6423600000)"	1	39.3016300000	-76.6423600000
2013/05/07	2251	1F	"200 E 22ND ST"	HOMICIDE	FIREARM	516	NORTHERN	Barclay	"(39.3143900000, -76.6134900000)"	1	39.3143900000	-76.6134900000
2013/05/05	1854	1F	"2900 E MONUMENT ST"	HOMICIDE	FIREARM	334	EASTERN	Madison-Eastend	"(39.2991000000, -76.5765500000)"	1	39.2991000000	-76.5765500000
2013/05/02	35	1F	"600 COKESBURY AV"	HOMICIDE	FIREARM	311	EASTERN	"East Baltimore Midway"	"(39.3166500000, -76.6083200000)"	1	39.3166500000	-76.6083200000
2013/04/30	1728	1F	"1200 WALTERS AV"	HOMICIDE	FIREARM	423	NORTHEASTERN	"Woodbourne Heights"	"(39.3596300000, -76.5943200000)"	1	39.3596300000	-76.5943200000
2013/04/29	2210	1K	"100 N FREMONT AV"	HOMICIDE	KNIFE	712	WESTERN	Poppleton	"(39.2906800000, -76.6298800000)"	1	39.2906800000	-76.6298800000
2013/04/28	240	1F	"2800 ERDMAN AV"	HOMICIDE	FIREARM	415	NORTHEASTERN	Belair-Edison	"(39.3233300000, -76.5764100000)"	1	39.3233300000	-76.5764100000
2013/04/25	49	1F	"4000 RIDGECROFT RD"	HOMICIDE	FIREARM	422	NORTHEASTERN	Waltherson	"(39.3372800000, -76.5576300000)"	1	39.3372800000	-76.5576300000
2013/04/25	1538	1F	"3100 PELHAM AV"	HOMICIDE	FIREARM	415	NORTHEASTERN	Belair-Edison	"(39.3236600000, -76.5692800000)"	1	39.3236600000	-76.5692800000
2013/04/20	1011	1K	"0 E TRENTON ST"	HOMICIDE	KNIFE	141	CENTRAL	"Charles North"	"(39.3103600000, -76.6163800000)"	1	39.3103600000	-76.6163800000
2013/04/19	408	1F	"400 PRESSTMAN ST"	HOMICIDE	FIREARM	131	CENTRAL	"Druid Heights"	"(39.3086200000, -76.6338800000)"	1	39.3086200000	-76.6338800000
2013/04/19	51	1F	"2700 JEFFERSON ST"	HOMICIDE	FIREARM	221	SOUTHEASTERN	"McElderry Park"	"(39.2968900000, -76.5789000000)"	1	39.2968900000	-76.5789000000
2013/04/18	2354	1F	"1700 HOMESTEAD ST"	HOMICIDE	FIREARM	411	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3197800000, -76.5938300000)"	1	39.3197800000	-76.5938300000
2013/04/16	1614	1F	"3800 CLIFTON AV"	HOMICIDE	FIREARM	821	SOUTHWESTERN	Fairmont	"(39.3109100000, -76.6823700000)"	1	39.3109100000	-76.6823700000
2013/04/12	1942	1F	"2700 KINSEY AV"	HOMICIDE	FIREARM	816	SOUTHWESTERN	"Shipley Hill"	"(39.2878600000, -76.6603700000)"	1	39.2878600000	-76.6603700000
2013/04/10	48	1F	"800 VINE ST"	HOMICIDE	FIREARM	712	WESTERN	Poppleton	"(39.2906100000, -76.6298600000)"	1	39.2906100000	-76.6298600000
2013/04/09	140	1O	"1600 CYPRESS ST"	HOMICIDE	OTHER	911	SOUTHERN	"Curtis Bay"	"(39.2237700000, -76.5873400000)"	1	39.2237700000	-76.5873400000
2013/04/08	150	1F	"300 S PAYSON ST"	HOMICIDE	FIREARM	934	SOUTHERN	"Carrollton Ridge"	"(39.2833300000, -76.6484400000)"	1	39.2833300000	-76.6484400000
2013/04/08	2011	1K	"4100 GROVELAND AV"	HOMICIDE	KNIFE	624	NORTHWESTERN	"West Arlington"	"(39.3407300000, -76.6873900000)"	1	39.3407300000	-76.6873900000
2013/04/07	218	1K	"400 E PRATT ST"	HOMICIDE	KNIFE	111	CENTRAL	"Inner Harbor"	"(39.2866300000, -76.6098000000)"	1	39.2866300000	-76.6098000000
2013/04/05	1558	1F	"3600 OLD YORK RD"	HOMICIDE	FIREARM	525	NORTHERN	Waverly	"(39.3323800000, -76.6078900000)"	1	39.3323800000	-76.6078900000
2013/04/03	110	1F	"2200 BARCLAY ST"	HOMICIDE	FIREARM	311	EASTERN	Barclay	"(39.3146700000, -76.6111800000)"	1	39.3146700000	-76.6111800000
2013/04/01	1227	1O	"5600 MIDWOOD AV"	HOMICIDE	OTHER	523	NORTHERN	"Cameron Village"	"(39.3582000000, -76.6005900000)"	1	39.3582000000	-76.6005900000
2013/04/01	2118	1F	"1900 N BENTALOU ST"	HOMICIDE	FIREARM	735	WESTERN	Mondawmin	"(39.3102800000, -76.6541100000)"	1	39.3102800000	-76.6541100000
2013/03/31	647	1F	"1600 E 29TH ST"	HOMICIDE	FIREARM	412	NORTHEASTERN	"Coldstream Homestead Montebello"	"(39.3246400000, -76.5927300000)"	1	39.3246400000	-76.5927300000
2013/03/29	2330	1F	"1300 E LANVALE ST"	HOMICIDE	FIREARM	313	EASTERN	Oliver	"(39.3093900000, -76.6008100000)"	1	39.3093900000	-76.6008100000
2013/03/28	359	1F	"1300 CARROLL ST"	HOMICIDE	FIREARM	921	SOUTHERN	"Washington Village/Pigtown"	"(39.2791200000, -76.6352400000)"	1	39.2791200000	-76.6352400000
2013/03/19	912	1F	"2200 N FULTON AV"	HOMICIDE	FIREARM	736	WESTERN	Parkview/Woodbrook	"(39.3141900000, -76.6452900000)"	1	39.3141900000	-76.6452900000
2013/03/19	912	1F	"2200 N FULTON AV"	HOMICIDE	FIREARM	736	WESTERN	Parkview/Woodbrook	"(39.3141900000, -76.6452900000)"	1	39.3141900000	-76.6452900000
